dept,insee,cp,nom,priorite
"15","15001","15160",Allanche,"7"
"15","15097","15500",Lastic,"7"
"9","9209","9200",Montjoie-en-Couserans,"7"
"28","28111","28330",Coudray-au-Perche,"7"
"33","33105","33540",Castelviel,"6"
"19","19117","19600",Lissac-sur-Couze,"7"
"36","36002","36150",Aize,"7"
"89","89005","89160",Ancy-le-Franc,"7"
"9","9042","9240",La Bastide-de-SÃ©rou,"7"
"9","9203","9240",Montels,"7"
"9","9304","9240",Suzan,"7"
"4","4200","4290",Salignac,"7"
"36","36248","36100",Vouillon,"7"
"64","64025","64190",Angous,"7"
"36","36027","36100",Brives,"5"
"36","36019","36120",Bommiers,"6"
"15","15172","15220",Saint-Antoine,"7"
"60","60241","60300",Fontaine-Chaalis,"5"
"15","15091","15160",Landeyrat,"7"
"64","64178","64190",Castetnau-Camblong,"6"
"43","43182","43450",Saint-Etienne-sur-Blesle,"7"
"15","15256","15160",VÃ¨ze,"7"
"9","9031","9250",Axiat,"7"
"4","4031","4270",Bras-d'Asse,"7"
"9","9287","9250",Senconac,"7"
"89","89335","89300",Saint-Aubin-sur-Yonne,"7"
"89","89283","89560",Ouanne,"7"
"15","15131","15240",Le Monteil,"7"
"9","9335","9800",Villeneuve,"7"
"4","4190","4300",Saint-Martin-les-Eaux,"7"
"4","4241","4110",Villemus,"7"
"89","89173","89130",Fontaines,"7"
"28","28175","28400",La Gaudaine,"7"
"9","9226","9310",Pech,"7"
"15","15259","15500",Vieillespesse,"7"
"89","89125","89560",Courson-les-CarriÃ¨res,"7"
"36","36185","36210",Saint-Christophe-en-Bazelle,"7"
"76","76461","76680",Neufbosc,"7"
"9","9297","9800",Sor,"7"
"43","43059","43160",La Chapelle-Geneste,"7"
"9","9173","9120",Loubens,"7"
"9","9108","9240",Durban-sur-Arize,"7"
"58","58096","58300",Devay,"7"
"80","80484","80430",Liomer,"7"
"58","58306","58300",Verneuil,"6"
"9","9098","9230",Contrazy,"7"
"76","76721","76890",Varneville-Bretteville,"7"
"64","64191","64800",Coarraze,"4"
"9","9114","9200",Erp,"7"
"71","71424","71490",Saint-Gervais-sur-Couches,"7"
"9","9216","9240",Nescus,"7"
"9","9037","9230",Barjac,"7"
"53","53274","53160",VimarcÃ©,"7"
"71","71183","71490",Dracy-lÃ¨s-Couches,"7"
"41","41088","41270",Fontaine-Raoul,"7"
"9","9313","9230",Tourtouse,"7"
"9","9015","9400",Arignac,"7"
"9","9222","9220",Orus,"7"
"71","71223","71990",La Grande-VerriÃ¨re,"7"
"80","80554","80540",Molliens-Dreuil,"7"
"9","9095","9800",Cescau,"7"
"9","9180","9500",Manses,"6"
"10","10271","10510",Origny-le-Sec,"7"
"63","63357","63340",Saint-HÃ©rent,"7"
"9","9087","9250",Caussou,"7"
"9","9046","9230",BÃ©deille,"7"
"9","9256","9120",Saint-Bauzeil,"7"
"10","10348","10350",Saint-Lupien,"7"
"47","47239","47380",Saint-Etienne-de-FougÃ¨res,"7"
"80","80142","80540",Briquemesnil-Floxicourt,"7"
"58","58216","58140",Pouques-Lormes,"7"
"19","19196","19130",Saint-Cyr-la-Roche,"7"
"9","9057","9320",Biert,"7"
"15","15050","15400",Le Claux,"7"
"36","36041","36150",La Chapelle-Saint-Laurian,"6"
"80","80455","80290",Lachapelle,"7"
"36","36092","36600",LangÃ©,"7"
"80","80259","80640",Dromesnil,"7"
"9","9093","9000",Celles,"7"
"64","64378","64130",Menditte,"7"
"76","76311","76570",GoupilliÃ¨res,"7"
"36","36069","36240",EcueillÃ©,"5"
"9","9066","9000",Brassac,"7"
"36","36121","36100",Meunet-Planches,"7"
"80","80340","80290",Fourcigny,"7"
"9","9236","9000",Prayols,"7"
"9","9152","9400",LapÃ¨ge,"7"
"9","9039","9500",La Bastide-de-Bousignac,"7"
"11","11365","11420",Saint-Sernin,"7"
"9","9250","9300",Roquefort-les-Cascades,"7"
"4","4001","4510",Aiglun,"7"
"28","28252","28480",Miermaigne,"7"
"10","10111","10250",Courteron,"7"
"9","9104","9120",Dalou,"7"
"10","10225","10400",Marnay-sur-Seine,"6"
"10","10392","10170",Vallant-Saint-Georges,"7"
"76","76373","76890",Imbleville,"7"
"36","36170","36150",Reboursin,"7"
"76","76321","76950",Les Grandes-Ventes,"5"
"36","36097","36150",Liniez,"7"
"64","64280","64260",Izeste,"7"
"9","9124","9130",Le Fossat,"7"
"58","58115","58240",Fleury-sur-Loire,"7"
"58","58135","58290",Isenay,"7"
"4","4020","4140",Barles,"7"
"58","58148","58240",Luthenay-Uxeloup,"7"
"9","9005","9320",Aleu,"7"
"9","9223","9140",Oust,"6"
"27","27348","27460",Igoville,"3"
"36","36110","36340",Maillet,"6"
"9","9056","9100",BÃ©zac,"7"
"9","9048","9600",Belloc,"7"
"2","2248","2350",Cuirieux,"7"
"36","36056","36340",Cluis,"7"
"28","28161","28160",FrazÃ©,"7"
"9","9102","9500",Coutens,"7"
"9","9175","9100",LudiÃ¨s,"7"
"33","33399","33540",Saint-FÃ©lix-de-Foncaude,"7"
"9","9072","9120",Calzan,"7"
"15","15028","15130",Carlat,"7"
"83","83124","83440",Seillans,"4"
"76","76274","76890",La Fontelaye,"7"
"58","58129","58230",Gouloux,"7"
"58","58049","58140",Chalaux,"7"
"27","27183","27750",La Couture-Boussey,"7"
"71","71196","71580",Le Fay,"6"
"71","71311","71500",Montcony,"7"
"65","65166","65130",EspÃ¨che,"7"
"87","87149","87190",Saint-Hilaire-la-Treille,"7"
"9","9107","9600",Dun,"7"
"28","28155","28170",Fontaine-les-Ribouts,"5"
"60","60045","60810",Barbery,"3"
"11","11114","11410",CumiÃ¨s,"7"
"9","9340","9120",Vira,"7"
"4","4074","4000",Entrages,"6"
"27","27367","27560",Lieurey,"5"
"4","4113","4420",Marcoux,"7"
"80","80706","80780",Saint-LÃ©ger-lÃ¨s-Domart,"7"
"4","4237","4140",Le Vernet,"6"
"9","9311","9110",Tignac,"7"
"80","80795","80420",Ville-le-Marclet,"7"
"64","64533","64470",Tardets-Sorholus,"7"
"9","9320","9310",Urs,"7"
"28","28071","28240",Champrond-en-GÃ¢tine,"6"
"63","63404","63500",Saint-Yvoine,"7"
"28","28086","28480",Chassant,"6"
"9","9012","9250",Appy,"7"
"4","4017","4140",Auzet,"7"
"9","9064","9310",Bouan,"7"
"58","58199","58370",Onlay,"7"
"36","36120","36230",Mers-sur-Indre,"7"
"36","36141","36230",Neuvy-Saint-SÃ©pulchre,"7"
"36","36209","36100",Saint-Valentin,"7"
"80","80436","80290",Hescamps,"7"
"36","36210","36230",Sarzay,"7"
"36","36195","36100",Saint-Georges-sur-Arnon,"7"
"36","36052","36100",Chouday,"7"
"9","9243","9600",RÃ©gat,"7"
"36","36144","36800",Nuret-le-Ferron,"7"
"36","36083","36150",Giroux,"7"
"9","9070","9310",Les Cabannes,"7"
"9","9215","9300",Nalzen,"7"
"9","9003","9300",L'Aiguillon,"7"
"28","28084","28130",Chartainvilliers,"7"
"9","9249","9300",Roquefixade,"7"
"9","9142","9300",Ilhat,"7"
"4","4155","4420",Prads-Haute-BlÃ©one,"7"
"4","4167","4000",La Robine-sur-Galabre,"6"
"4","4177","4380",Hautes-Duyes,"7"
"36","36161","36800",Le Pont-ChrÃ©tien-Chabenet,"7"
"4","4030","4330",Blieux,"7"
"28","28182","28160",Gohory,"6"
"64","64404","64470",Montory,"7"
"36","36116","36150",MÃ©nÃ©trÃ©ols-sous-Vatan,"7"
"10","10233","10170",MÃ©ry-sur-Seine,"7"
"10","10132","10170",Droupt-Sainte-Marie,"7"
"80","80334","80160",Fossemanant,"7"
"36","36028","36140",La Buxerette,"6"
"58","58025","58160",BÃ©ard,"7"
"80","80479","80290",LigniÃ¨res-ChÃ¢telain,"7"
"80","80543","80270",MÃ©tigny,"7"
"19","19237","19220",Saint-Privat,"5"
"4","4099","4170",Lambruisse,"7"
"28","28387","28480",Thiron-Gardais,"6"
"10","10353","10280",Saint-Mesmin,"7"
"36","36100","36400",Lourouer-Saint-Laurent,"7"
"36","36222","36100",Thizay,"7"
"64","64493","64120",Saint-Palais,"2"
"36","36022","36200",Bouesse,"7"
"28","28389","28200",Thiville,"5"
"28","28079","28290",Chapelle-Royale,"7"
"28","28038","28330",BÃ©thonvilliers,"7"
"9","9309","9500",Teilhet,"7"
"64","64153","64330",Burosse-Mendousse,"7"
"64","64276","64570",Issor,"7"
"9","9111","9800",Engomer,"7"
"9","9018","9800",Arrout,"7"
"28","28411","28150",Villars,"7"
"4","4203","4140",Selonnet,"5"
"4","4219","4170",Thorame-Haute,"7"
"60","60560","60810",Rully,"7"
"60","60422","60300",Montlognon,"4"
"4","4187","4330",Saint-Lions,"7"
"80","80698","80540",Saint-Aubin-Montenoy,"7"
"91","91457","91290",La Norville,"2"
"9","9279","9800",Salsein,"7"
"9","9085","9800",Castillon-en-Couserans,"7"
"28","28272","28160",Mottereau,"7"
"89","89452","89300",Villecien,"7"
"28","28105","28480",Combres,"5"
"28","28352","28130",Saint-Martin-de-Nigelles,"5"
"9","9301","9320",Soulan,"6"
"9","9118","9420",Esplas-de-SÃ©rou,"7"
"9","9133","9400",GÃ©nat,"7"
"80","80525","80290",Meigneux,"7"
"19","19049","19600",Chasteaux,"7"
"28","28072","28400",Champrond-en-Perchet,"7"
"71","71044","71330",Bosjean,"7"
"36","36077","36600",Fontguenand,"7"
"9","9096","9310",ChÃ¢teau-Verdun,"7"
"9","9049","9000",BÃ©nac,"7"
"76","76417","76680",Maucomble,"7"
"89","89409","89450",Tharoiseau,"7"
"28","28370","28800",Saumeray,"4"
"64","64180","64330",Castetpugon,"7"
"28","28303","28140",Poupry,"7"
"64","64282","64480",Jatxou,"3"
"80","80456","80430",Lafresguimont-Saint-Martin,"7"
"9","9303","9400",Surba,"7"
"28","28270","28800",Moriers,"7"
"61","61029","61560",Bazoches-sur-HoÃ«ne,"7"
"71","71103","71710",Charmoy,"7"
"28","28353","28800",Saint-Maur-sur-le-Loir,"7"
"58","58157","58140",Marigny-l'Eglise,"7"
"64","64509","64470",Sauguis-Saint-Etienne,"7"
"28","28296","28140",PÃ©ronville,"7"
"28","28114","28140",Courbehaye,"6"
"9","9201","9200",MontÃ©gut-en-Couserans,"7"
"28","28367","28310",Santilly,"7"
"80","80559","80540",Montagne-Fayel,"7"
"89","89147","89130",Dracy,"7"
"9","9026","9800",Audressein,"7"
"64","64069","64260",Aste-BÃ©on,"7"
"87","87018","87300",Blond,"7"
"64","64473","64260",Sainte-Colome,"7"
"2","2745","2250",Toulis-et-Attencourt,"7"
"36","36108","36230",Lys-Saint-Georges,"7"
"9","9154","9240",Larbont,"7"
"28","28005","28800",Alluyes,"7"
"9","9017","9800",Arrien-en-Bethmale,"7"
"64","64127","64260",Bielle,"7"
"87","87155","87300",Saint-Junien-les-Combes,"7"
"9","9130","9000",Ganac,"7"
"64","64175","64260",Castet,"7"
"64","64310","64570",Lanne-en-BarÃ©tous,"7"
"28","28153","28800",Flacey,"7"
"28","28308","28270",Prudemanche,"7"
"28","28029","28140",Bazoches-les-Hautes,"7"
"28","28231","28270",La ManceliÃ¨re,"7"
"58","58249","58120",Saint-LÃ©ger-de-Fougeret,"7"
"4","4028","4270",Beynes,"7"
"4","4097","4420",La Javie,"7"
"36","36205","36260",Saint-Pierre-de-Jards,"7"
"47","47092","47220",Fals,"2"
"28","28287","28140",OrgÃ¨res-en-Beauce,"7"
"4","4040","4380",Le Castellard-MÃ©lan,"7"
"30","30163","30350",Mauressargues,"7"
"28","28275","28210",NÃ©ron,"5"
"28","28126","28800",Dancy,"7"
"28","28221","28140",Lumeau,"7"
"64","64222","64470",Etchebar,"7"
"4","4235","4140",Verdaches,"7"
"64","64537","64470",Trois-Villes,"7"
"63","63017","63340",Augnat,"7"
"64","64128","64260",BilhÃ¨res,"7"
"7","7085","7270",Empurany,"7"
"89","89007","89480",Andryes,"7"
"65","65193","65370",Gembrie,"7"
"65","65354","65240",Pailhac,"7"
"28","28019","28140",Baigneaux,"7"
"64","64351","64570",Lourdios-IchÃ¨re,"7"
"36","36091","36400",Lacs,"7"
"9","9136","9400",Gourbit,"7"
"9","9045","9400",BÃ©deilhac-et-Aynat,"7"
"28","28151","28270",Fessanvilliers-Mattanvilliers,"6"
"36","36157","36350",La PÃ©rouille,"7"
"83","83044","83840",Comps-sur-Artuby,"7"
"15","15247","15170",Valjouze,"7"
"64","64539","64120",Uhart-Mixe,"7"
"28","28390","28140",Tillay-le-PÃ©neux,"7"
"4","4183","4170",Saint-Julien-du-Verdon,"7"
"28","28212","28140",Loigny-la-Bataille,"7"
"36","36140","36100",Neuvy-Pailloux,"7"
"83","83010","83840",BargÃ¨me,"7"
"4","4024","4420",Beaujeu,"7"
"28","28157","28140",Fontenay-sur-Conie,"6"
"36","36219","36200",Tendu,"7"
"4","4174","4240",Saint-BenoÃƒÂ®t,"7"
"4","4180","4330",Saint-Jacques,"7"
"4","4025","4370",Beauvezer,"7"
"4","4090","4240",Le Fugeret,"7"
"80","80443","80640",Hornoy-le-Bourg,"6"
"36","36164","36160",Pouligny-Saint-Martin,"7"
"36","36226","36230",Tranzault,"7"
"4","4021","4380",Barras,"7"
"64","64258","64470",Haux,"7"
"43","43236","43140",La SÃ©auve-sur-SemÃ¨ne,"6"
"36","36133","36340",Mouhers,"7"
"4","4007","4170",Angles,"7"
"15","15245","15100",Vabres,"7"
"4","4126","4140",Montclar,"7"
"4","4072","4420",Draix,"7"
"63","63466","63500",Vodable,"7"
"4","4036","4420",Le Brusquet,"6"
"28","28396","28800",Trizay-lÃ¨s-Bonneval,"6"
"64","64466","64190",Rivehaute,"7"
"64","64366","64330",MascaraÃƒÂ s-Haron,"7"
"80","80604","80290",Offignies,"7"
"28","28300","28310",Poinville,"7"
"64","64403","64190",Montfort,"7"
"27","27544","27220",Saint-Germain-de-Fresney,"7"
"36","36234","36400",Verneuil-sur-Igneraie,"7"
"89","89216","89520",Lainsecq,"7"
"64","64212","64160",EspÃ©chÃ¨de,"7"
"64","64342","64560",Licq-AthÃ©rey,"7"
"64","64058","64800",Arthez-d'Asson,"7"
"43","43053","43260",Champclause,"7"
"7","7144","7110",Loubaresse,"7"
"28","28065","28800",Bullainville,"7"
"58","58243","58340",Saint-Gratien-Savigny,"7"
"64","64474","64270",Saint-Dos,"7"
"57","57733","57940",Volstroff,"3"
"4","4136","4170",La Mure-Argens,"7"
"36","36125","36260",Migny,"7"
"36","36180","36120",Saint-AoÃ»t,"7"
"89","89221","89130",Leugny,"7"
"36","36131","36200",Mosnay,"7"
"36","36200","36200",Saint-Marcel,"7"
"4","4240","4370",Villars-Colmars,"6"
"80","80651","80430",Le Quesne,"7"
"4","4107","4270",Majastres,"7"
"4","4191","4140",Saint-Martin-lÃ¨s-Seyne,"7"
"4","4115","4240",MÃ©ailles,"7"
"43","43153","43330",Pont-Salomon,"7"
"80","80813","80640",Vraignes-lÃ¨s-Hornoy,"7"
"43","43101","43150",Goudet,"7"
"43","43186","43550",Saint-Front,"7"
"15","15127","15500",Molompize,"7"
"19","19128","19200",Margerides,"7"
"64","64534","64330",Taron-Sadirac-Viellenave,"7"
"28","28246","28360",Meslay-le-Vidame,"7"
"28","28260","28800",Montharville,"7"
"36","36221","36400",Thevet-Saint-Julien,"7"
"28","28364","28800",Sancheville,"7"
"64","64090","64330",Baliracq-Maumusson,"7"
"83","83037","83170",La Celle,"4"
"80","80607","80540",Oissy,"7"
"71","71326","71270",Mouthier-en-Bresse,"7"
"71","71516","71310",Serley,"7"
"89","89349","89630",Saint-LÃ©ger-Vauban,"7"
"28","28121","28140",Dambron,"7"
"71","71205","71330",Frangy-en-Bresse,"7"
"80","80728","80290",Saulchoy-sous-Poix,"7"
"71","71145","71460",Cormatin,"7"
"47","47023","47290",Beaugas,"7"
"64","64053","64420",Arrien,"7"
"25","25228","25460",Etupes,"3"
"64","64010","64120",AÃ¯cirits-Camou-Suhast,"6"
"28","28315","28270",Revercourt,"7"
"28","28090","28270",Les ChÃ¢telets,"7"
"28","28176","28800",Le Gault-Saint-Denis,"7"
"19","19288","19130",Voutezac,"6"
"64","64289","64240",La Bastide-Clairence,"4"
"28","28108","28140",Cormainville,"7"
"87","87203","87260",Vicq-sur-Breuilh,"7"
"15","15168","15320",Ruynes-en-Margeride,"7"
"64","64303","64470",Laguinge-Restoue,"7"
"28","28289","28210",Ormoy,"7"
"28","28418","28800",Villiers-Saint-Orien,"7"
"28","28382","28140",Terminiers,"6"
"61","61348","61400",RÃ©veillon,"7"
"64","64408","64330",Mouhous,"7"
"28","28346","28270",Saint-Lubin-de-Cravant,"7"
"28","28030","28270",Beauche,"7"
"30","30112","30730",Fons,"4"
"43","43008","43490",Arlempdes,"6"
"28","28283","28140",Nottonville,"7"
"89","89093","89340",Chaumont,"7"
"28","28052","28130",Bouglainval,"4"
"28","28190","28140",Guillonville,"7"
"71","71297","71190",Mesvres,"7"
"64","64242","64190",Gestas,"7"
"52","52457","52200",Saint-Vallier-sur-Marne,"7"
"65","65239","65130",Labastide,"7"
"80","80573","80290",Morvillers-Saint-Saturnin,"7"
"24","24395","24250",Saint-Cybranet,"7"
"89","89139","89240",Diges,"7"
"89","89222","89520",Levis,"7"
"64","64358","64420",Lucgarier,"7"
"61","61322","61400",Parfondeval,"7"
"61","61113","61400",Comblot,"7"
"43","43004","43150",Alleyrac,"7"
"63","63202","63340",Madriat,"7"
"65","65066","65240",Barrancoueu,"7"
"71","71356","71230",Pouilloux,"7"
"89","89021","89450",Asquins,"7"
"89","89254","89130",MÃ©zilles,"7"
"61","61129","61400",Courgeon,"7"
"65","65181","65190",FrÃ©chou-FrÃ©chet,"7"
"61","61048","61560",BoÃ«cÃ©,"7"
"25","25237","25490",Fesches-le-ChÃ¢tel,"6"
"63","63422","63500",Solignat,"7"
"89","89153","89700",Epineuil,"7"
"61","61404","61400",Saint-Hilaire-le-ChÃ¢tel,"7"
"89","89459","89150",Villeneuve-la-Dondagre,"7"
"15","15183","15130",Saint-Etienne-de-Carlat,"7"
"65","65332","65350",OlÃ©ac-Debat,"7"
"15","15081","15800",Jou-sous-Monjou,"7"
"43","43047","43150",Chadron,"7"
"43","43098","43150",Freycenet-la-Tour,"7"
"43","43115","43150",Laussonne,"7"
"43","43210","43150",Saint-Martin-de-FugÃ¨res,"7"
"57","57070","57220",Bettange,"6"
"71","71426","71390",Sainte-HÃ©lÃ¨ne,"7"
"80","80655","80270",Quesnoy-sur-Airaines,"7"
"71","71534","71330",Le Tartre,"7"
"80","80821","80270",Warlus,"7"
"76","76147","76270",Bully,"7"
"71","71352","71330",Le Planois,"7"
"80","80755","80290",Thieulloy-la-Ville,"7"
"61","61277","61560",La MesniÃ¨re,"7"
"61","61229","61400",Loisail,"7"
"80","80577","80290",Moyencourt-lÃ¨s-Poix,"7"
"71","71045","71330",Bouhans,"7"
"71","71013","71270",Authumes,"7"
"47","47198","47440",Pailloles,"7"
"65","65063","65360",Barbazan-Dessus,"7"
"80","80703","80430",Saint-Germain-sur-Bresle,"7"
"71","71168","71310",Dampierre-en-Bresse,"7"
"71","71480","71510",Saint-Sernin-du-Plain,"7"
"80","80592","80430",Neuville-Coppegueule,"7"
"71","71029","71270",Bellevesvre,"7"
"65","65225","65350",Hourc,"7"
"71","71374","71390",Rosey,"7"
"71","71341","71350",Palleau,"7"
"71","71172","71190",Dettey,"7"
"71","71046","71320",La Boulaye,"7"
"65","65209","65240",GrÃ©zian,"7"
"43","43170","43100",Saint-Beauzire,"7"
"34","34253","34520",Saint-FÃ©lix-de-l'HÃ©ras,"6"
"64","64464","64330",Ribarrouy,"7"
"43","43144","43150",Moudeyres,"7"
"64","64532","64330",Tadousse-Ussau,"7"
"61","61087","61560",Champeaux-sur-Sarthe,"7"
"65","65026","65230",Aries-EspÃ©nan,"7"
"64","64228","64120",Gabat,"7"
"80","80352","80160",FrÃ©montiers,"7"
"64","64555","64190",Viellenave-de-Navarrenx,"6"
"27","27441","27800",Notre-Dame-d'Epine,"7"
"80","80210","80160",Contre,"7"
"80","80643","80160",Prouzel,"6"
"89","89234","89480",Lucy-sur-Yonne,"7"
"63","63111","63320",ClÃ©mensat,"7"
"43","43135","43150",Le Monastier-sur-Gazeille,"7"
"64","64192","64330",Conchez-de-BÃ©arn,"7"
"64","64552","64330",Vialer,"7"
"89","89203","89200",Island,"7"
"63","63097","63320",Chassagne,"7"
"64","64426","64400",Orin,"7"
"52","52062","52200",Bourg,"7"
"80","80800","80140",Villers-Campsart,"7"
"89","89179","89520",Fontenoy,"7"
"89","89472","89130",Villiers-Saint-BenoÃƒÂ®t,"7"
"71","71514","71330",Sens-sur-Seille,"7"
"61","61438","61560",Saint-Ouen-de-SÃ©cherouvre,"7"
"89","89397","89110",Sommecaise,"7"
"76","76120","76750",Bosc-Bordel,"7"
"71","71314","71310",Montjay,"7"
"80","80673","80310",Riencourt,"7"
"80","80744","80270",Tailly,"7"
"71","71541","71270",Torpes,"7"
"71","71121","71310",La Chaux,"7"
"65","65278","65130",LomnÃ©,"7"
"71","71507","71460",Savigny-sur-Grosne,"7"
"63","63134","63340",Dauzat-sur-Vodable,"7"
"80","80211","80160",Conty,"6"
"43","43218","43260",Saint-Pierre-Eynac,"6"
"63","63087","63420",La Chapelle-Marcousse,"7"
"65","65180","65240",FrÃ©chet-Aure,"7"
"89","89446","89450",VÃ©zelay,"6"
"65","65228","65410",Ilhet,"7"
"65","65279","65250",Lortet,"7"
"65","65116","65240",CadÃ©ac,"7"
"89","89451","89320",VillechÃ©tive,"7"
"63","63080","63320",Champeix,"7"
"89","89463","89230",Villeneuve-Saint-Salves,"7"
"89","89265","89230",Montigny-la-Resle,"7"
"65","65013","65140",Ansost,"7"
"34","34196","34700",PÃ©gairolles-de-l'Escalette,"7"
"25","25304","25310",HÃ©rimoncourt,"4"
"89","89461","89190",Villeneuve-l'ArchevÃªque,"7"
"64","64033","64190",Araux,"7"
"89","89364","89450",Saint-PÃ¨re,"7"
"64","64486","64330",Saint-Jean-Poudge,"7"
"89","89171","89190",Foissy-sur-Vanne,"7"
"64","64385","64450",Miossens-Lanusse,"7"
"64","64138","64510",Bordes,"7"
"65","65149","65190",Clarac,"7"
"57","57220","57580",Flocourt,"6"
"89","89382","89250",Seignelay,"7"
"12","12080","12550",Coupiac,"7"
"80","80734","80160",Sentelie,"7"
"12","12248","12380",Saint-Sernin-sur-Rance,"7"
"65","65242","65140",Lacassagne,"7"
"43","43258","43360",Vergongheon,"5"
"57","57252","57220",Gomelange,"7"
"80","80786","80160",Velennes,"7"
"89","89310","89260",La Postolle,"7"
"89","89450","89150",Villebougis,"7"
"80","80219","80160",Courcelles-sous-Thoix,"7"
"71","71328","71240",Nanton,"7"
"71","71411","71320",Saint-EugÃ¨ne,"7"
"71","71074","71570",ChaintrÃ©,"6"
"63","63275","63500",Perrier,"6"
"65","65120","65190",CalavantÃ©,"7"
"63","63330","63320",Saint-Cirgues-sur-Couze,"7"
"63","63299","63420",RentiÃ¨res,"7"
"63","63429","63340",Ternant-les-Eaux,"7"
"65","65321","65690",Montignac,"7"
"65","65333","65190",OlÃ©ac-Dessus,"7"
"64","64235","64120",Garris,"7"
"65","65303","65190",Mascaras,"7"
"80","80317","80160",Fleury,"7"
"80","80757","80160",Thoix,"7"
"80","80134","80160",Brassy,"7"
"65","65101","65190",Bordes,"7"
"65","65357","65190",Peyraube,"7"
"89","89437","89230",Venouse,"7"
"57","57426","57935",Luttange,"3"
"80","80114","80160",Bosquel,"7"
"57","57072","57640",Bettelainville,"4"
"63","63403","63320",Saint-Vincent,"7"
"57","57671","57580",Thimonville,"7"
"80","80558","80160",Monsures,"7"
"89","89251","89110",Merry-la-VallÃ©e,"7"
"89","89111","89190",Les ClÃ©rimois,"7"
"65","65005","65360",Allier,"7"
"65","65276","65350",Lizos,"7"
"80","80611","80160",Oresmaux,"7"
"71","71186","71350",Ecuelles,"3"
"71","71531","71190",La TagniÃ¨re,"7"
"65","65010","65690",Angos,"7"
"63","63435","63320",Tourzel-RonziÃ¨res,"7"
"64","64319","64120",Larribar-Sorhapuru,"7"
"65","65346","65190",Oueilloux,"7"
"80","80583","80160",Nampty,"7"
"65","65272","65190",Lhez,"7"
"15","15244","15300",Ussel,"7"
"15","15143","15150",Nieudan,"7"
"65","65288","65220",Lubret-Saint-Luc,"7"
"80","80079","80160",Belleuse,"7"
"61","61329","61400",Le Pin-la-Garenne,"7"
"64","64116","64260",Bescat,"7"
"15","15076","15150",GlÃ©nat,"7"
"65","65297","65140",Mansan,"7"
"64","64022","64390",Andrein,"7"
"65","65301","65350",Marseillan,"7"
"65","65131","65350",Castelvieilh,"7"
"61","61130","61560",CourgeoÃ»t,"7"
"64","64231","64130",Garindein,"7"
"65","65250","65220",Lalanne-Trie,"7"
"15","15189","15150",Saint-GÃ©rons,"7"
"15","15224","15290",La SÃ©galassiÃ¨re,"7"
"65","65266","65670",Lassales,"7"
"65","65461","65220",Vidou,"7"
"65","65155","65230",DevÃ¨ze,"7"
"80","80738","80310",Soues,"7"
"53","53113","53160",Hambers,"7"
"12","12003","12220",Les Albres,"7"
"65","65088","65230",BetbÃ¨ze,"7"
"12","12284","12430",Le Truel,"7"
"64","64375","64120",MÃ©harin,"7"
"65","65110","65220",Bugard,"7"
"65","65336","65230",Organ,"7"
"64","64120","64120",Beyrie-sur-Joyeuse,"7"
"65","65368","65230",Pouy,"7"
"24","24552","24290",Thonac,"7"
"80","80835","80310",Yzeux,"7"
"65","65452","65220",Trie-sur-BaÃ¯se,"7"
"7","7279","7220",Saint-Montan,"7"
"61","61326","61700",Perrou,"7"
"53","53239","53160",Saint-Martin-de-ConnÃ©e,"7"
"61","61091","61700",Champsecret,"7"
"80","80141","80200",Brie,"7"
"7","7282","7450",Saint-Pierre-de-Colombier,"7"
"53","53016","53160",Bais,"7"
"61","61370","61700",Saint-Brice,"7"
"89","89430","89144",Varennes,"6"
"43","43143","43260",Montusclat,"6"
"12","12141","12550",Martrin,"7"
"12","12269","12380",La Serre,"7"
"53","53249","53160",Saint-Pierre-sur-Orthe,"7"
"7","7092","7000",Freyssenet,"7"
"7","7003","7530",Aizac,"7"
"61","61401","61700",Saint-Gilles-des-Marais,"7"
"89","89434","89320",Vaumort,"7"
"65","65260","65220",Lapeyre,"7"
"80","80180","80310",Cavillon,"7"
"53","53120","53160",IzÃ©,"7"
"53","53266","53160",Trans,"7"
"43","43113","43260",Lantriac,"7"
"15","15030","15290",Cayrols,"7"
"80","80240","80200",Doingt,"6"
"28","28368","28250",La Saucelle,"7"
"89","89011","89200",AnnÃ©ot,"7"
"61","61487","61330",Torchamp,"7"
"61","61414","61400",Saint-Langis-lÃ¨s-Mortagne,"6"
"89","89367","89520",Saints-en-Puisaye,"7"
"80","80609","80135",Oneux,"7"
"64","64429","64120",Orsanco,"7"
"89","89308","89190",Pont-sur-Vanne,"7"
"64","64311","64350",Lannecaube,"7"
"11","11354","11220",Saint-Martin-des-Puits,"7"
"64","64247","64130",Gotein-Libarrenx,"7"
"80","80535","80310",Le Mesge,"7"
"71","71207","71270",Fretterans,"7"
"28","28159","28250",La FramboisiÃ¨re,"7"
"80","80102","80200",Biaches,"7"
"65","65474","65220",Villembits,"7"
"71","71496","71150",Sampigny-lÃ¨s-Maranges,"7"
"89","89337","89530",Saint-Bris-le-Vineux,"7"
"10","10116","10320",CrÃ©santignes,"7"
"28","28200","28250",Jaudrais,"7"
"24","24386","24550",Saint-Cernin-de-l'Herm,"7"
"80","80743","80340",Suzanne,"7"
"89","89238","89660",Mailly-le-ChÃ¢teau,"7"
"71","71010","71400",Antully,"7"
"65","65148","65230",Cizos,"7"
"10","10276","10160",Paisy-Cosdon,"6"
"71","71413","71670",Saint-Firmin,"7"
