dept,insee,cp,nom,priorite
"60","60341","60330",Lagny-le-Sec,"3"
"60","60666","60950",Ver-sur-Launette,"3"
"77","77392","77230",Rouvres,"4"
"77","77057","77750",BussiÃ¨res,"6"
"60","60005","60620",Acy-en-Multien,"5"
"60","60548","60620",Rosoy-en-Multien,"5"
"60","60101","60440",BrÃ©gy,"4"
"60","60473","60440",Ognes,"6"
"77","77153","77230",Dammartin-en-GoÃ«le,"2"
"77","77344","77178",Oissery,"2"
"89","89332","89340",Saint-Agnan,"7"
"60","60448","60890",Neufchelles,"6"
"60","60500","60330",Le Plessis-Belleville,"2"
"77","77117","77730",Citry,"7"
"77","77019","77118",Balloy,"6"
"77","77236","77480",Jaulnes,"7"
"77","77522","77114",Villiers-sur-Seine,"7"
"77","77489","77710",Vaux-sur-Lunain,"5"
"89","89467","89140",Villethierry,"7"
"77","77349","77280",Othis,"2"
"60","60554","60620",Rouvres-en-Multien,"4"
"60","60226","60330",Eve,"6"
"60","60619","60330",Silly-le-Long,"4"
"77","77331","77730",Nanteuil-sur-Marne,"6"
"77","77228","77510",Hondevilliers,"7"
"77","77492","77510",Verdelot,"6"
"77","77026","77560",Beauchery-Saint-Martin,"7"
"77","77072","77171",Chalautre-la-Grande,"7"
"77","77290","77730",MÃ©ry-sur-Marne,"6"
"77","77321","77480",Mousseaux-lÃ¨s-Bray,"6"
"77","77289","77171",Melz-sur-Seine,"7"
"77","77523","77480",Villuis,"7"
"77","77021","77130",Barbey,"7"
"77","77158","77940",Diant,"7"
"77","77293","77130",Misy-sur-Yonne,"6"
"77","77025","77118",Bazoches-lÃ¨s-Bray,"6"
"77","77507","77480",Villenauxe-la-Petite,"7"
"77","77187","77480",Fontaine-Fourches,"7"
"2","2777","2540",VendiÃ¨res,"7"
"77","77035","77940",Blennes,"7"
"10","10382","10400",TraÃƒÂ®nel,"7"
"77","77459","77171",Sourdun,"6"
"77","77212","77118",Gravon,"7"
"77","77310","77480",Montigny-le-Guesdier,"7"
"77","77015","77480",Baby,"7"
"77","77054","77940",La Brosse-Montceaux,"6"
"77","77500","77710",VillebÃ©on,"7"
"10","10208","10400",La LouptiÃ¨re-ThÃ©nard,"7"
"89","89480","89140",Vinneuf,"7"
"89","89469","89260",Perceneige,"7"
"2","2465","2810",Marigny-en-Orxois,"6"
"10","10106","10400",Courceroy,"7"
"89","89428","89150",Vallery,"7"
"10","10259","10400",La Motte-Tilly,"6"
"89","89100","89690",ChÃ©roy,"4"
"89","89460","89340",Villeneuve-la-Guyard,"6"
"89","89449","89340",Villeblevin,"7"
"89","89285","89140",Pailly,"7"
"89","89124","89140",Courlon-sur-Yonne,"7"
"2","2084","2310",BÃ©zu-le-GuÃ©ry,"7"
"2","2798","2540",Viels-Maisons,"6"
"2","2125","2810",Brumetz,"7"
"2","2163","2310",Charly-sur-Marne,"4"
"2","2339","2810",Gandelu,"7"
"10","10231","10400",Le MÃ©riot,"7"
"10","10355","10400",Saint-Nicolas-la-Chapelle,"7"
"89","89391","89140",Sergines,"7"
"89","89115","89140",Compigny,"7"
"2","2521","2310",Montreuil-aux-Lions,"6"
"2","2242","2310",Crouttes-sur-Marne,"7"
"2","2555","2310",Nogent-l'Artaud,"4"
"10","10169","10400",Gumery,"7"
"10","10254","10400",Montpothier,"7"
"2","2512","2810",Montigny-l'Allier,"7"
"2","2596","2310",Pavant,"5"
"10","10367","10400",La Saulsotte,"7"
"38","38509","38110",La Tour-du-Pin,"2"
"38","38377","38110",Saint-Clair-de-la-Tour,"3"
"21","21250","21290",Essarois,"7"
"68","68284","68480",Roppentzwiller,"6"
"68","68075","68480",Durmenach,"6"
"62","62194","62470",Calonne-Ricouart,"5"
"62","62197","62470",Camblain-ChÃ¢telain,"6"
"62","62048","62260",Auchel,"3"
"21","21602","21450",Semond,"7"
"21","21104","21400",BrÃ©mur-et-Vaurois,"7"
"21","21557","21450",Saint-Marc-sur-Seine,"7"
"89","89287","89100",Paron,"6"
"89","89239","89100",Malay-le-Grand,"7"
"89","89278","89320",NoÃ©,"7"
"89","89326","89100",Rosoy,"5"
"89","89338","89100",Saint-ClÃ©ment,"3"
"89","89399","89100",Soucy,"7"
"89","89051","89500",Les Bordes,"7"
"89","89342","89100",Saint-Denis-lÃ¨s-Sens,"3"
"89","89373","89100",Saligny,"6"
"89","89240","89100",Malay-le-Petit,"7"
"89","89274","89100",Nailly,"6"
"89","89151","89500",Egriselles-le-Bocage,"7"
"6","6018","6410",Biot,"2"
"6","6112","6650",Le Rouret,"2"
"6","6105","6330",Roquefort-les-Pins,"2"
"6","6149","6340",La TrinitÃ©,"1"
"6","6147","6690",Tourrette-Levens,"1"
"6","6089","6650",Opio,"2"
"6","6022","6510",Bouyon,"5"
"6","6086","6380",Moulinet,"7"
"6","6043","6390",Coaraze,"7"
"6","6047","6510",ConsÃ©gudes,"7"
"6","6091","6440",Peille,"3"
"6","6107","6910",La Roque-en-Provence,"7"
"6","6074","6450",Lantosque,"6"
"6","6063","6850",Gars,"7"
"6","6017","6510",BÃ©zaudun-les-Alpes,"7"
"6","6020","6450",La BollÃ¨ne-VÃ©subie,"2"
"6","6055","6670",Duranus,"6"
"6","6141","6830",Toudon,"7"
"6","6054","6340",Drap,"2"
"6","6061","6510",Les Ferres,"7"
"6","6106","6910",RoquestÃ©ron,"6"
"6","6145","6830",Tourette-du-ChÃ¢teau,"6"
"6","6026","6530",Cabris,"7"
"6","6014","6390",Bendejun,"7"
"6","6082","6710",Massoins,"7"
"6","6097","6910",Pierrefeu,"5"
"6","6135","6910",Sigale,"7"
"6","6092","6440",Peillon,"5"
"6","6077","6440",LucÃ©ram,"5"
"6","6039","6390",ChÃ¢teauneuf-Villevieille,"3"
"6","6031","6340",Cantaron,"3"
"6","6137","6530",SpÃ©racÃ¨des,"5"
"6","6143","6710",TouÃ«t-sur-Var,"6"
"6","6005","6260",Ascros,"7"
"89","89443","89510",VÃ©ron,"6"
"89","89195","89100",Gron,"5"
"89","89387","89100",Sens,"2"
"89","89404","89100",Subligny,"7"
"89","89245","89500",Marsangy,"7"
"89","89160","89510",Etigny,"7"
"89","89113","89100",Collemiers,"7"
"89","89236","89100",Maillot,"5"
"77","77296","77550",Moissy-Cramayel,"2"
"77","77384","77550",RÃ©au,"2"
"76","76067","76220",Beauvoir-en-Lyons,"7"
"25","25056","25000",BesanÃ§on,"2"
"25","25112","25220",Chalezeule,"4"
"25","25467","25115",Pouilley-les-Vignes,"6"
"25","25542","25770",Serre-les-Sapins,"6"
"45","45232","45160",Olivet,"1"
"25","25395","25660",Montfaucon,"6"
"25","25258","25770",Franois,"5"
"45","45282","45160",Saint-Hilaire-Saint-Mesmin,"1"
"25","25454","25480",Pirey,"4"
"25","25036","25720",Avanne-Aveney,"6"
"93","93046","93190",Livry-Gargan,"1"
"26","26342","26130",SolÃ©rieux,"7"
"84","84057","84220",Joucas,"7"
"84","84048","84400",Gignac,"7"
"84","84047","84400",Gargas,"4"
"84","84145","84400",Villars,"7"
"84","84107","84390",Saint-Christol,"3"
"84","84102","84220",Roussillon,"2"
"84","84018","84570",Blauvac,"7"
"84","84079","84390",Monieux,"7"
"84","84103","84400",Rustrel,"7"
"84","84085","84220",Murs,"5"
"84","84075","84570",MÃ©thamis,"7"
"84","84123","84390",Sault,"5"
"84","84003","84400",Apt,"2"
"84","84144","84750",Viens,"7"
"84","84060","84400",Lagarde-d'Apt,"7"
"84","84050","84220",Gordes,"3"
"84","84118","84490",Saint-Saturnin-lÃ¨s-Apt,"3"
"84","84046","84410",Flassan,"7"
"84","84143","84210",Venasque,"4"
"84","84032","84750",Caseneuve,"7"
"84","84066","84220",Lioux,"5"
"84","84148","84570",Villes-sur-Auzon,"6"
"4","4018","4150",Banon,"7"
"4","4142","4110",Oppedette,"7"
"4","4132","4150",Montsalier,"7"
"4","4208","4150",Simiane-la-Rotonde,"5"
"4","4227","4110",VachÃ¨res,"7"
"77","77518","77190",Villiers-en-BiÃ¨re,"4"
"77","77040","77310",Boissise-le-Roi,"2"
"22","22023","22160",Bulat-Pestivien,"7"
"64","64018","64120",Amendeuix-Oneix,"6"
"43","43181","43260",Saint-Etienne-Lardeyrol,"7"
"33","33248","33480",Listrac-MÃ©doc,"3"
"33","33297","33480",Moulis-en-MÃ©doc,"4"
"45","45034","45760",Boigny-sur-Bionne,"1"
"45","45089","45430",ChÃ©cy,"1"
"28","28248","28250",Le Mesnil-Thomas,"7"
"28","28373","28250",Senonches,"6"
"60","60645","60590",Trie-la-Ville,"5"
"52","52114","52120",ChÃ¢teauvillain,"7"
"52","52274","52120",Latrecey-Ormoy-sur-Aube,"7"
"60","60644","60590",Trie-ChÃ¢teau,"3"
"21","21432","21520",Montigny-sur-Aube,"7"
"62","62217","62260",Cauchy-ÃƒÂ -la-Tour,"3"
"62","62340","62550",Floringhem,"7"
"62","62069","62310",Azincourt,"7"
"62","62623","62370",Nouvelle-Eglise,"7"
"67","67497","67350",Uhlwiller,"2"
"65","65269","65140",Lescurry,"7"
"65","65083","65360",Bernac-Debat,"7"
"65","65308","65220",Mazerolles,"7"
"65","65337","65190",Orieux,"7"
"65","65102","65140",Bouilh-Devant,"7"
"32","32354","32290",Sabazan,"7"
"32","32440","32160",Tasque,"7"
"32","32362","32160",Saint-Aunix-Lengros,"7"
"32","32450","32230",Tourdun,"7"
"32","32297","32130",Noilhan,"7"
"32","32121","32600",Endoufielle,"4"
"32","32004","32720",Arblade-le-Bas,"7"
"32","32170","32400",LabarthÃ¨te,"7"
"32","32237","32270",Marsan,"6"
"32","32018","32450",Aurimont,"7"
"32","32164","32230",Juillac,"7"
"32","32191","32110",Lanne-Soubiran,"7"
"32","32214","32110",LoubÃ©dat,"7"
"32","32247","32200",Maurens,"5"
"32","32090","32490",Castillon-SavÃ¨s,"6"
"32","32288","32200",Montiron,"7"
"32","32316","32360",Peyrusse-Massas,"7"
"32","32340","32800",RÃ©ans,"7"
"32","32356","32200",Saint-AndrÃ©,"7"
"32","32378","32400",Saint-GermÃ©,"7"
"32","32136","32160",Galiax,"7"
"32","32161","32400",Izotges,"6"
"32","32398","32400",Saint-Mont,"6"
"32","32145","32720",GÃ©e-RiviÃ¨re,"7"
"65","65401","65360",Salles-Adour,"7"
"32","32322","32130",Pompiac,"6"
"32","32221","32270",Lussan,"7"
"32","32002","32270",Ansan,"7"
"32","32380","32110",Saint-GriÃ¨de,"7"
"32","32439","32400",Tarsac,"7"
"32","32298","32270",Nougaroulet,"7"
"65","65223","65310",Horgues,"7"
"32","32093","32400",Caumont,"7"
"32","32112","32270",Crastes,"7"
"32","32183","32810",Lahitte,"7"
"32","32211","32240",Lias-d'Armagnac,"7"
"32","32467","32200",Saint-Caprais,"7"
"32","32390","32110",Saint-Martin-d'Armagnac,"7"
"32","32414","32400",Sarragachies,"7"
"32","32031","32190",Bascous,"7"
"32","32443","32400",Termes-d'Armagnac,"7"
"65","65313","65360",MomÃ¨res,"7"
"65","65410","65600",Sarrouilles,"7"
"32","32220","32110",LuppÃ©-Violles,"7"
"32","32070","32400",Cahuzac-sur-Adour,"7"
"32","32108","32400",Corneillan,"7"
"32","32017","32400",Aurensan,"7"
"32","32174","32230",LadevÃ¨ze-RiviÃ¨re,"7"
"32","32098","32130",Cazaux-SavÃ¨s,"6"
"32","32012","32270",Aubiet,"5"
"32","32040","32450",BÃ©dÃ©chan,"7"
"32","32111","32230",Courties,"7"
"32","32134","32490",FrÃ©gouville,"7"
"32","32209","32400",Lelin-Lapujolle,"7"
"32","32244","32400",MaulichÃ¨res,"7"
"32","32384","32360",Saint-Lary,"7"
"32","32408","32370",Salles-d'Armagnac,"7"
"65","65340","65800",Orleix,"6"
"32","32182","32130",Lahas,"7"
"32","32043","32190",Belmont,"7"
"65","65364","65320",Pintac,"7"
"65","65392","65360",Saint-Martin,"7"
"65","65104","65350",Boulin,"7"
"65","65133","65350",CastÃ©ra-Lou,"7"
"65","65436","65350",Souyeaux,"7"
"65","65161","65140",Escondeaux,"7"
"65","65146","65800",Chis,"7"
"65","65204","65350",Gonez,"7"
"65","65443","65350",Thuy,"7"
"65","65232","65350",Jacque,"7"
"65","65015","65220",Antin,"7"
"65","65206","65190",Goudon,"7"
"65","65153","65350",Coussan,"7"
"65","65115","65350",Cabanac,"6"
"65","65454","65140",Trouley-Labarthe,"7"
"64","64338","64160",Lespourcy,"7"
"65","65156","65350",Dours,"7"
"65","65084","65360",Bernac-Dessus,"7"
"65","65324","65190",MoulÃ©dous,"7"
"65","65298","65350",Marquerie,"7"
"65","65361","65140",Peyrun,"7"
"65","65254","65140",LamÃ©ac,"7"
"21","21717","21290",Voulaines-les-Templiers,"7"
"60","60611","60650",Senantes,"5"
"60","60296","60650",Hannaches,"7"
"21","21346","21290",Leuglay,"7"
"43","43267","43800",Vorey,"7"
"28","28239","28500",Marville-Moutiers-BrÃ»lÃ©,"6"
"28","28223","28500",Luray,"4"
"28","28082","28500",Charpont,"6"
"28","28178","28500",Germainville,"6"
"28","28332","28500",Sainte-Gemme-Moronval,"4"
"28","28136","28500",Ecluzelles,"6"
"28","28321","28260",Rouvres,"3"
"28","28118","28210",Croisilles,"6"
"28","28415","28210",Villemeux-sur-Eure,"6"
"28","28343","28210",Saint-Laurent-la-GÃ¢tine,"6"
"28","28054","28210",Le Boullay-Mivoye,"7"
"28","28076","28500",La Chapelle-Forainvilliers,"7"
"28","28375","28410",Serville,"7"
"28","28292","28500",Ouerre,"6"
"28","28062","28410",BrouÃ©,"5"
"57","57447","57155",Marly,"1"
"21","21266","21490",Flacey,"7"
"21","21263","21600",FÃ©nay,"1"
"57","57433","57280",MaiziÃ¨res-lÃ¨s-Metz,"2"
"21","21390","21160",Marsannay-la-CÃ´te,"1"
"21","21179","21490",ClÃ©nay,"7"
"57","57039","57685",Augny,"1"
"57","57211","57280",FÃ¨ves,"3"
"21","21391","21380",Marsannay-le-Bois,"7"
"21","21462","21490",Norges-la-Ville,"7"
"88","88376","88300",Rebeuville,"7"
"71","71003","71350",Allerey-sur-SaÃ´ne,"7"
"88","88321","88300",NeufchÃ¢teau,"4"
"57","57162","57420",Cuvry,"1"
"57","57553","57420",Pournoy-la-ChÃ©tive,"5"
"21","21107","21490",Bretigny,"5"
"88","88290","88300",Martigny-les-Gerbonvaux,"7"
"57","57221","57190",Florange,"2"
"88","88460","88630",Soulosse-sous-Saint-Elophe,"7"
"71","71423","71350",Saint-Gervais-en-ValliÃ¨re,"7"
"57","57666","57180",Terville,"2"
"57","57445","57420",Marieulles,"4"
"57","57582","57270",Richemont,"3"
"71","71457","71350",Saint-Martin-en-GÃ¢tinois,"7"
"52","52332","52140",Val-de-Meuse,"7"
"52","52277","52140",Lavilleneuve,"7"
"52","52358","52240",Noyers,"7"
"52","52161","52240",Daillecourt,"7"
"52","52038","52240",Bassoncourt,"7"
"52","52416","52140",Rangecourt,"7"
"21","21655","21400",Vanvey,"7"
"21","21372","21400",Maisey-le-Duc,"6"
"41","41046","41600",Chaumont-sur-Tharonne,"4"
"41","41086","41250",Fontaines-en-Sologne,"7"
"41","41296","41600",Vouzon,"4"
"41","41067","41700",Cour-Cheverny,"5"
"41","41013","41250",Bauzy,"6"
"41","41104","41350",Huisseau-sur-Cosson,"4"
"41","41150","41250",Mont-prÃ¨s-Chambord,"5"
"41","41231","41210",Saint-ViÃ¢tre,"3"
"41","41160","41250",Neuvy,"7"
"41","41034","41250",Chambord,"6"
"41","41161","41600",Nouan-le-Fuzelier,"6"
"36","36165","36300",Pouligny-Saint-Pierre,"7"
"36","36076","36220",Fontgombault,"7"
"36","36167","36220",Preuilly-la-Ville,"7"
"36","36066","36300",Douadic,"7"
"36","36213","36220",Sauzelles,"7"
"78","78015","78570",AndrÃ©sy,"2"
"62","62528","62750",Loos-en-Gohelle,"4"
"45","45265","45210",Rozoy-le-Vieil,"6"
"45","45136","45320",Ervauville,"7"
"68","68281","68740",Roggenhouse,"5"
"37","37217","37230",Saint-Etienne-de-Chigny,"4"
"37","37139","37230",Luynes,"1"
"76","76438","76260",Millebosc,"7"
"37","37008","37270",AthÃ©e-sur-Cher,"3"
"37","37225","37270",Saint-Martin-le-Beau,"4"
"37","37015","37270",Azay-sur-Cher,"4"
"37","37096","37150",Dierre,"6"
"37","37003","37400",Amboise,"2"
"37","37156","37270",Montlouis-sur-Loire,"2"
"37","37138","37400",Lussault-sur-Loire,"5"
"15","15182","15150",Saint-Etienne-CantalÃ¨s,"7"
"1","1009","1300",Andert-et-Condon,"7"
"3","3089","3330",Coutansouze,"7"
"63","63419","63560",Servant,"6"
"63","63140","63700",Durmignat,"7"
"63","63243","63700",Moureuille,"7"
"3","3192","3450",Nades,"7"
"3","3108","3330",EchassiÃ¨res,"7"
"3","3016","3140",Barberier,"7"
"21","21129","21290",Chambain,"7"
"21","21123","21290",Buxerolles,"7"
"21","21519","21290",Recey-sur-Ource,"7"
"21","21402","21290",Menesble,"7"
"2","2544","2500",Neuve-Maison,"7"
"16","16154","16160",Gond-Pontouvre,"2"
"16","16374","16800",Soyaux,"2"
"16","16199","16600",Magnac-sur-Touvre,"2"
"16","16015","16000",AngoulÃªme,"2"
"16","16166","16340",L'Isle-d'Espagnac,"2"
"21","21313","21290",Gurgy-le-ChÃ¢teau,"7"
"21","21312","21290",Gurgy-la-Ville,"7"
"36","36189","36230",Saint-Denis-de-Jouhet,"7"
"68","68265","68510",Rantzwiller,"6"
"68","68301","68440",Schlierbach,"3"
"62","62351","62740",FouquiÃ¨res-lÃ¨s-Lens,"4"
"62","62587","62640",Montigny-en-Gohelle,"4"
"27","27605","27260",Saint-Sylvestre-de-Cormeilles,"7"
"3","3059","3140",Chareil-Cintrat,"7"
"3","3081","3600",Colombier,"7"
"3","3096","3140",Deneuille-lÃ¨s-Chantelle,"7"
"3","3075","3140",Chezelle,"7"
"86","86213","86480",RouillÃ©,"5"
"79","79023","79800",Avon,"7"
"15","15006","15380",Anglards-de-Salers,"7"
"15","15174","15140",Saint-Bonnet-de-Salers,"7"
"27","27031","27930",Aviron,"5"
"27","27282","27930",Gauville-la-Campagne,"7"
"33","33272","33620",Marsas,"6"
"19","19275","19200",Ussel,"3"
"86","86064","86350",ChÃ¢teau-Garnier,"6"
"86","86264","86160",SommiÃ¨res-du-Clain,"5"
"27","27358","27120",Jouy-sur-Eure,"7"
"27","27140","27120",Chambray,"6"
"64","64294","64120",Labets-Biscay,"7"
"56","56175","56400",Plumergat,"3"
"94","94073","94320",Thiais,"1"
"92","92072","92310",SÃ¨vres,"1"
"27","27152","27420",ChÃ¢teau-sur-Epte,"6"
"60","60088","60540",Bornel,"2"
"27","27213","27630",Vexin-sur-Epte,"3"
"78","78320","78270",Notre-Dame-de-la-Mer,"5"
"78","78158","78150",Le Chesnay-Rocquencourt,"2"
"76","76424","76270",MÃ©nonval,"7"
"76","76584","76270",Saint-Germain-sur-Eaulne,"7"
"91","91479","91550",Paray-Vieille-Poste,"1"
"78","78686","78220",Viroflay,"2"
"92","92022","92370",Chaville,"1"
"94","94054","94310",Orly,"1"
"92","92077","92410",Ville-d'Avray,"1"
"91","91027","91200",Athis-Mons,"1"
"92","92076","92420",Vaucresson,"1"
"92","92012","92100",Boulogne-Billancourt,"1"
"60","60139","60230",Chambly,"2"
"78","78107","78980",BrÃ©val,"4"
"27","27681","27200",Vernon,"2"
"27","27136","27120",Chaignes,"7"
"77","77412","77930",Saint-Germain-sur-Ecole,"5"
"77","77407","77310",Saint-Fargeau-Ponthierry,"2"
"77","77445","77176",Savigny-le-Temple,"2"
"77","77122","77380",Combs-la-Ville,"2"
"92","92044","92300",Levallois-Perret,"1"
"93","93001","93300",Aubervilliers,"1"
"91","91180","91490",Courances,"4"
"95","95210","95880",Enghien-les-Bains,"2"
"93","93061","93310",Le PrÃ©-Saint-Gervais,"1"
"92","92047","92430",Marnes-la-Coquette,"1"
"94","94001","94480",Ablon-sur-Seine,"1"
"94","94047","94520",Mandres-les-Roses,"1"
"92","92048","92190",Meudon,"1"
"27","27285","27620",Giverny,"4"
"78","78147","78270",Chaufour-lÃ¨s-BonniÃ¨res,"6"
"94","94016","94230",Cachan,"1"
"77","77185","77930",Fleury-en-BiÃ¨re,"4"
"77","77006","77630",Arbonne-la-ForÃªt,"4"
"91","91114","91800",Brunoy,"2"
"95","95304","95690",HÃ©douville,"6"
"92","92051","92200",Neuilly-sur-Seine,"1"
"93","93070","93400",Saint-Ouen-sur-Seine,"1"
"93","93066","93200",Saint-Denis,"1"
"95","95250","95470",Fosses,"2"
"91","91599","91840",Soisy-sur-Ecole,"2"
"91","91441","91750",Nainville-les-Roches,"3"
"92","92078","92390",Villeneuve-la-Garenne,"1"
"95","95352","95270",Luzarches,"2"
"94","94037","94250",Gentilly,"1"
"92","92064","92210",Saint-Cloud,"1"
"93","93073","93290",Tremblay-en-France,"1"
"78","78068","78270",Blaru,"4"
"27","27203","27120",Douains,"6"
"77","77065","77930",CÃ©ly,"3"
"91","91191","91560",Crosne,"2"
"77","77339","77123",Noisy-sur-Ecole,"3"
"77","77326","77176",Nandy,"2"
"94","94069","94410",Saint-Maurice,"1"
"95","95197","95170",Deuil-la-Barre,"2"
"91","91435","91250",Morsang-sur-Seine,"2"
"91","91691","91330",Yerres,"2"
"92","92025","92700",Colombes,"1"
"95","95555","95210",Saint-Gratien,"2"
"94","94003","94110",Arcueil,"1"
"94","94043","94270",Le Kremlin-BicÃªtre,"1"
"94","94074","94460",Valenton,"1"
"94","94056","94520",PÃ©rigny,"3"
"94","94042","94340",Joinville-le-Pont,"1"
"95","95604","95470",Survilliers,"2"
"95","95149","95270",Chaumontel,"2"
"92","92033","92380",Garches,"1"
"95","95277","95500",Gonesse,"2"
"93","93072","93240",Stains,"1"
"93","93031","93800",Epinay-sur-Seine,"1"
"92","92073","92150",Suresnes,"1"
"93","93059","93380",Pierrefitte-sur-Seine,"1"
"93","93007","93150",Le Blanc-Mesnil,"1"
"91","91617","91250",Tigery,"2"
"91","91179","91830",Le Coudray-Montceaux,"2"
"95","95134","95660",Champagne-sur-Oise,"2"
"91","91405","91490",Milly-la-ForÃªt,"2"
"91","91121","91720",Buno-Bonnevaux,"4"
"95","95142","95750",Chars,"3"
"95","95088","95500",Bonneuil-en-France,"4"
"27","27279","27620",Gasny,"5"
"27","27689","27120",Villegats,"7"
"91","91631","91480",Varennes-Jarcy,"2"
"91","91689","91320",Wissous,"2"
"77","77435","77930",Saint-Sauveur-sur-Ecole,"3"
"94","94038","94240",L'HaÃƒÂ¿-les-Roses,"1"
"77","77251","77127",Lieusaint,"2"
"95","95580","95470",Saint-Witz,"2"
"78","78126","78170",La Celle-Saint-Cloud,"2"
"92","92040","92130",Issy-les-Moulineaux,"1"
"77","77053","77170",Brie-Comte-Robert,"2"
"95","95641","95470",VÃ©mars,"2"
"93","93039","93450",L'Ele-Saint-Denis,"1"
"91","91195","91490",Dannemois,"3"
"91","91037","91830",Auvernaux,"3"
"78","78092","78380",Bougival,"2"
"92","92036","92230",Gennevilliers,"1"
"94","94077","94290",Villeneuve-le-Roi,"1"
"95","95063","95870",Bezons,"2"
"60","60010","60110",Amblainville,"3"
"94","94078","94190",Villeneuve-Saint-Georges,"1"
"94","94075","94440",Villecresnes,"1"
"94","94067","94160",Saint-MandÃ©,"1"
"95","95427","95360",Montmagny,"2"
"60","60487","60240",Parnes,"6"
"27","27540","27620",Sainte-GeneviÃ¨ve-lÃ¨s-Gasny,"6"
"60","60452","60119",Neuville-Bosc,"7"
"95","95119","95770",Buhy,"4"
"95","95447","95640",Neuilly-en-Vexin,"6"
"95","95268","95140",Garges-lÃ¨s-Gonesse,"2"
"60","60412","60240",Montagny-en-Vexin,"6"
"95","95355","95420",Magny-en-Vexin,"2"
"60","60293","60240",Hadancourt-le-Haut-Clocher,"5"
"60","60309","60119",HÃ©nonville,"4"
"95","95058","95340",Bernes-sur-Oise,"2"
"95","95541","95770",Saint-Clair-sur-Epte,"3"
"95","95012","95510",Amenucourt,"5"
"27","27114","27640",Breuilpont,"6"
"70","70063","70270",Belonchamp,"7"
"78","78337","78270",Limetz-Villez,"4"
"60","60144","60240",ChavenÃ§on,"7"
"60","60420","60240",Montjavoult,"7"
"95","95527","95700",Roissy-en-France,"2"
"95","95554","95420",Saint-Gervais,"3"
"95","95298","95640",Haravilliers,"4"
"95","95258","95690",Frouville,"4"
"60","60356","60240",Lavilletertre,"5"
"95","95116","95820",BruyÃ¨res-sur-Oise,"2"
"95","95101","95710",Bray-et-LÃ»,"4"
"95","95529","95340",Ronquerolles,"3"
"95","95523","95780",La Roche-Guyon,"5"
"95","95023","95810",Arronville,"4"
"60","60060","60540",Belle-Eglise,"4"
"93","93045","93260",Les Lilas,"1"
"95","95026","95270",AsniÃ¨res-sur-Oise,"2"
"78","78559","78980",Saint-Illiers-le-Bois,"6"
"60","60429","60530",Morangles,"5"
"78","78344","78270",Lommoye,"5"
"91","91463","91490",Oncy-sur-Ecole,"4"
"91","91215","91860",Epinay-sous-SÃ©nart,"2"
"91","91657","91270",Vigneux-sur-Seine,"2"
"93","93030","93440",Dugny,"1"
"93","93078","93420",Villepinte,"1"
"93","93079","93430",Villetaneuse,"1"
"78","78276","78270",Gommecourt,"4"
"77","77322","77230",Moussy-le-Neuf,"2"
"91","91573","91280",Saint-Pierre-du-Perray,"2"
"95","95585","95200",Sarcelles,"2"
"91","91514","91480",Quincy-sous-SÃ©nart,"2"
"91","91421","91230",Montgeron,"2"
"95","95212","95380",Epiais-lÃ¨s-Louvres,"4"
"60","60090","60240",Bouconvillers,"5"
"60","60095","60240",Boury-en-Vexin,"7"
"60","60614","60240",Serans,"6"
"60","60363","60240",Lierville,"4"
"95","95487","95340",Persan,"2"
"95","95429","95770",Montreuil-sur-Epte,"5"
"95","95139","95420",La Chapelle-en-Vexin,"4"
"95","95059","95810",Berville,"4"
"95","95459","95420",Nucourt,"4"
"60","60398","60530",Le Mesnil-en-Thelle,"4"
"78","78188","78270",Cravent,"3"
"77","77282","77990",Mauregard,"4"
"91","91097","91800",Boussy-Saint-Antoine,"2"
"60","60482","60560",Orry-la-Ville,"2"
"77","77471","77123",Tousson,"6"
"60","60346","60260",Lamorlaye,"2"
"60","60142","60520",La Chapelle-en-Serval,"2"
"60","60494","60128",Plailly,"2"
"60","60432","60128",Mortefontaine,"3"
"27","27304","27720",Guerny,"7"
"59","59666","59470",Zegerscappel,"7"
"59","59162","59380",Crochte,"6"
"59","59210","59470",Esquelbecq,"5"
"80","80601","80240",Nurlu,"7"
"37","37072","37500",Chinon,"2"
"80","80312","80360",Fins,"7"
"80","80737","80240",Sorel,"7"
"59","59010","59400",Anneux,"7"
"59","59001","59268",Abancourt,"7"
"59","59115","59151",BrunÃ©mont,"7"
"59","59244","59400",Fontaine-Notre-Dame,"4"
"59","59552","59268",Sancourt,"7"
"59","59026","59265",Aubigny-au-Bac,"7"
"59","59336","59259",LÃ©cluse,"7"
"63","63092","63410",CharbonniÃ¨res-les-Varennes,"7"
"62","62184","62860",Buissy,"7"
"59","59236","59267",FlesquiÃ¨res,"7"
"59","59255","59268",Fressies,"7"
"59","59015","59151",Arleux,"4"
"59","59097","62147",Boursies,"7"
"59","59125","59267",Cantaing-sur-Escaut,"7"
"59","59294","59268",Haynecourt,"6"
"59","59023","59265",Aubencheul-au-Bac,"7"
"59","59280","59151",Hamel,"7"
"59","59176","62147",Doignies,"7"
"63","63206","63410",Manzat,"7"
"62","62081","62860",Baralle,"7"
"62","62284","62860",Ecourt-Saint-Quentin,"3"
"62","62638","62860",Oisy-le-Verger,"7"
"59","59405","62147",Moeuvres,"7"
"62","62192","62182",Cagnicourt,"7"
"62","62384","62147",Graincourt-lÃ¨s-Havrincourt,"6"
"62","62697","62860",RÃ©court,"7"
